,cid,uniprot_id,tag,type,label,pdb_id
39197,73055061,O15379,train,-,0,4a69B
29363,16749118,P11511,train,-,1,5jl9A
55739,60141648,P43405,test,unseen,1,4fl2A
49000,216239,P07333,dev,-,1,4liqE
11593,89649368,Q8NER1,train,-,1,5is0E
28937,90349046,P11362,train,-,1,1evtD
56076,66959507,P43405,test,unseen,1,4fl2A
43640,6419227,P50579,train,-,1,1b6aA
16660,23646828,O14757,train,-,1,3tkiA
35821,59327124,Q9Y233,train,-,1,4dffB
57655,10026002,P25103,dev,-,1,2ksbA
11498,24749377,Q8NER1,train,-,0,5is0E
46022,86293727,Q15059,train,-,1,2yw5A
5637,2213707,Q04637,train,-,0,1ug3B
10246,11844764,P12931,train,-,1,2h8hA
27966,118013329,P48067,train,-,1,4xptA
53621,15429026,P03372,dev,-,1,2ocfA
9260,69810797,P35968,train,-,1,3v2aR
1104,580887,P14598,test,seen,0,1kq6A
8713,57339848,P35968,train,-,0,3v2aR
11416,91895718,Q86TI2,test,seen,0,6eorD
54601,4283512,P78536,dev,-,0,3g42D
25802,44353971,P49356,train,-,0,3e37B
36786,23612542,P21554,train,-,0,5u09A
10136,91799551,P12931,train,-,1,2h8hA
29374,10656613,P11511,dev,-,0,5jl9A
55109,58071982,P43405,dev,-,1,4fl2A
36497,118375232,Q9Y233,test,seen,1,4dffB
22929,78147351,Q00987,train,-,1,4xxbB
43878,91937202,P53634,train,-,1,4oemA
47854,68298706,Q14680,train,-,1,4ixpA
35612,58546943,Q9Y233,train,-,1,4dffB
28522,1906006,Q96SD1,train,-,0,5ahoA
32871,68292304,P52333,train,-,1,3lxlA
3910,67979363,P56817,train,-,1,6ej3A
2791,879914,P35236,train,-,0,1zc0A
14208,2797788,P22303,train,-,0,4bdtA
24857,123131756,P27338,train,-,0,2c75B
38424,71230862,Q9UBN7,train,-,0,5g0iB
28235,66763807,Q96GD4,train,-,1,4af3A
5378,23648274,Q16539,train,-,1,3mptA
55402,66959762,P43405,dev,-,1,4fl2A
27543,72695027,P20813,train,-,0,5wbgF
42066,75253889,Q9HBA0,train,-,0,6bbjD
19001,755079,Q14289,train,-,0,4ekuA
16551,91895909,O14757,train,-,0,3tkiA
41646,58044055,Q06187,train,-,1,4xi2A
137,58522574,Q05397,train,-,1,2j0jA
281,58522609,Q05397,train,-,1,2j0jA
35702,58546840,Q9Y233,train,-,1,4dffB
44502,71463563,O43318,train,-,0,5jk3A
46115,24993189,O96013,dev,-,0,5uplA
3819,25190490,P56817,train,-,1,6ej3A
54576,3779521,P78536,dev,-,0,3g42D
7316,5328590,P00533,train,-,0,5xwdA
28635,84657,P11362,train,-,0,1evtD
44669,56848214,P31645,train,-,1,5i6zA
55090,71233847,P43405,dev,-,1,4fl2A
15409,15123278,P41145,train,-,0,6b73B
32403,44599937,P29474,train,-,0,5vvdD
13930,6111717,Q9HC16,train,-,0,2mzzA
41022,50938730,P21802,dev,-,1,2psqB
56108,66958735,P43405,test,unseen,1,4fl2A
6144,651074,O00482,train,-,0,3tx7B
5560,2954467,Q04637,train,-,0,1ug3B
39930,23647018,P31751,train,-,0,5kcvA
31831,10005638,P45983,train,-,0,2xs0A
28596,965312,P11362,train,-,0,1evtD
17456,3236796,Q92731,train,-,0,1qkmA
51532,118061480,Q9UKE5,train,-,1,2x7fE
48642,71076994,P31639,train,-,1,2xq2A
40546,60151963,Q9GZT9,train,-,0,5ox6A
6118,5280953,P06241,train,-,0,2h8hA
48437,57698188,Q13946,train,-,1,4y2bA
18818,90654811,P19971,train,-,0,2wk6B
35679,72714756,Q9Y233,train,-,1,4dffB
56267,119098970,P43405,test,unseen,1,4fl2A
48061,66716469,Q14680,train,-,1,4ixpA
8018,5330812,P00533,dev,-,0,5xwdA
25595,92044259,P10619,train,-,0,4cibA
46007,91826382,Q15059,train,-,1,2yw5A
14508,10030483,Q05655,train,-,1,1xjdA
35659,71288530,Q9Y233,train,-,1,4dffB
34399,92044894,P28482,train,-,1,4qpaB
46948,86294144,P50750,train,-,1,4ec9A
5575,221221,Q04637,train,-,0,1ug3B
24413,71523581,P11309,train,-,1,4rpvA
34782,118395361,P28482,test,seen,1,4qpaB
23153,89601188,Q00987,test,seen,1,4xxbB
8852,11560064,P35968,train,-,1,3v2aR
36193,54575159,Q9Y233,train,-,1,4dffB
13059,67356716,P11802,train,-,1,3g33C
49466,118205970,Q9NWZ3,train,-,1,4rmzB
37943,59492765,Q15119,train,-,1,5j71A
41182,117869516,Q99572,train,-,1,5u2hB
4687,24790275,P05186,train,-,0,4kjgB
55025,5329224,P43405,dev,-,0,4fl2A
39912,10128689,P31751,train,-,0,5kcvA
44225,89472061,P53634,dev,-,1,4oemA
28035,49766521,Q96GD4,train,-,1,4af3A
20957,78319160,P68400,train,-,0,4md8H
24806,123131758,P27338,train,-,0,2c75B
37874,59492732,Q15119,train,-,0,5j71A
18062,4318279,P51843,train,-,1,3f5cC
23070,86766875,Q00987,train,-,1,4xxbB
5083,25207521,Q16539,train,-,0,3mptA
32868,86707899,P52333,train,-,1,3lxlA
31433,1608154,Q07820,train,-,0,2kbwA
1289,10616370,P23219,train,-,0,1eqhB
9567,10812007,P12931,train,-,0,2h8hA
6717,10391999,P04070,dev,-,0,1autC
16002,4073188,P51452,train,-,0,1vhrB
45208,90656361,P04150,test,seen,0,4udcA
48741,71078473,P31639,train,-,1,2xq2A
49618,66555099,Q9NWZ3,test,seen,1,4rmzB
56259,71233838,P43405,test,unseen,1,4fl2A
32189,71712040,P25774,train,-,1,2c0yA
9467,5202,P35968,dev,-,1,3v2aR
20164,67354351,P06493,train,-,0,4yc6G
16936,887251,Q9Y5X4,train,-,0,4logB
51733,91898692,P10415,test,seen,0,2xa0B
15362,68312679,Q8NET8,train,-,0,5is0E
48971,118009823,P07333,train,-,1,4liqE
32241,57334743,P25774,train,-,1,2c0yA
15,3244010,Q05397,train,-,0,2j0jA
15666,2056429,P31941,train,-,0,2m65A
539,263654,P14598,train,-,0,1kq6A
25568,92044187,P10619,train,-,0,4cibA
35850,54761821,Q9Y233,train,-,1,4dffB
43527,44284387,P26010,train,-,1,3v4vD
7061,70794004,O60563,train,-,1,3tniB
23611,447458,P37231,train,-,1,3e00D
45460,44417793,Q02750,train,-,1,5kkrC
50334,67027493,P22607,train,-,1,4k33A
16980,91896695,Q9Y5X4,train,-,0,4logB
44190,90430301,P53634,train,-,1,4oemA
33896,71554946,P28482,train,-,1,4qpaB
13847,5918330,Q9HC16,train,-,0,2mzzA
18985,1117122,Q15056,test,seen,0,2dngA
4366,50913076,P56817,train,-,1,6ej3A
50025,9958759,P30411,train,-,1,4yayA
39246,73776326,O15379,train,-,1,4a69B
25239,46884898,P05177,dev,-,0,2hi4A
40025,56643790,P31751,train,-,1,5kcvA
43190,71536359,P08581,train,-,1,2uzyD
29412,6326417,P17948,train,-,0,5t89Y
43769,23647772,P50579,test,seen,0,1b6aA
14638,2771646,P09619,train,-,0,3mjgY
8320,11764545,O76074,train,-,0,3bjcA
48333,10711620,P15538,train,-,1,4zgxL
14467,10069858,P22303,test,seen,1,4bdtA
53203,2223899,O14672,test,unseen,0,6be6D
39458,60152154,Q96S37,train,-,1,4j05B
7522,10402251,P00533,train,-,0,5xwdA
32356,71712177,P25774,train,-,1,2c0yA
34392,118381364,P28482,train,-,1,4qpaB
11657,66549275,Q8NER1,train,-,1,5is0E
10721,653935,P07900,train,-,0,5fwpB
15176,91937461,Q7Z2W7,train,-,1,6bpqD
22997,71585278,Q00987,train,-,1,4xxbB
1177,69448,Q01970,train,-,0,4gnkD
37737,16118817,Q13255,train,-,1,3ks9B
6537,900949,Q9GZR1,train,-,0,3eayA
31336,15861,P41235,train,-,0,4iqrF
6805,50908322,O60563,train,-,1,3tniB
50184,44143452,P41146,train,-,1,5dhhB
45098,44280558,Q9HCR9,train,-,1,3bjcA
55598,70978051,P43405,dev,-,1,4fl2A
39339,13718925,O15379,test,seen,0,4a69B
49506,118206618,Q9NWZ3,train,-,1,4rmzB
43740,51049442,P50579,train,-,1,1b6aA
4121,71727591,P56817,train,-,1,6ej3A
38932,272783,P04062,train,-,0,5lvxD
18301,9911652,P27361,test,seen,0,4qtbB
2523,44232941,P24941,train,-,1,5lmkA
30600,86766556,P31749,train,-,1,4ejnA
24578,86766306,Q06124,dev,-,0,4nwgB
23198,16108997,Q02763,train,-,1,4k0vA
22794,69927274,Q00987,train,-,1,4xxbB
1560,10712340,P23219,train,-,0,1eqhB
2037,58315460,P24941,train,-,0,5lmkA
51320,9869157,P19793,train,-,1,3e00A
29970,9870468,P05106,train,-,0,3ijeB
26840,67500855,P04629,train,-,1,2ifgB
12507,2860033,P34949,train,-,0,5nw7A
44487,11619968,P55210,test,seen,1,5k20C
23166,24823736,Q02763,train,-,0,4k0vA
54709,1914872,P78536,test,unseen,0,3g42D
11898,2876312,P11940,train,-,0,1cvjH
6180,24981595,O00482,train,-,0,3tx7B
20047,16746117,P06493,train,-,0,4yc6G
18402,2940983,P00519,train,-,0,1oplB
55491,66959377,P43405,dev,-,1,4fl2A
47841,68298766,Q14680,train,-,1,4ixpA
57056,71295302,Q14164,test,unseen,1,4iwqA
39610,46884818,P28335,dev,-,0,6bqhA
34259,92044806,P28482,train,-,1,4qpaB
54360,57405264,P11712,test,unseen,0,5x23A
35034,58269588,Q12809,train,-,0,5va2A
46929,86291843,P50750,train,-,1,4ec9A
55258,118022969,P43405,dev,-,1,4fl2A
32733,15950748,P52333,train,-,0,3lxlA
54948,24860422,P78536,test,unseen,1,3g42D
50540,112500216,P22607,train,-,1,4k33A
11959,4217597,P11940,train,-,0,1cvjH
26044,44269859,P35372,train,-,0,6ddfR
49035,71659987,Q9NWZ3,train,-,1,4rmzB
31277,54591048,Q96EB6,train,-,0,5btrC
16790,16124959,O14757,train,-,1,3tkiA
2443,44236111,P24941,train,-,1,5lmkA
9461,16118193,P35968,dev,-,1,3v2aR
3663,91899478,P56817,train,-,0,6ej3A
49820,53469955,Q13393,train,-,1,1f0iA
2762,5417965,P35236,train,-,0,1zc0A
39579,44306007,P28335,train,-,0,6bqhA
14312,44224106,P22303,train,-,1,4bdtA
16935,741378,Q9Y5X4,train,-,0,4logB
5665,6005,Q04637,train,-,0,1ug3B
44917,44284070,P05556,train,-,1,4wk4B
7274,3136304,Q9Y4P1,test,seen,0,2d1iB
49615,118473036,Q9NWZ3,test,seen,1,4rmzB
33068,91937372,P52333,train,-,1,3lxlA
36461,44548115,Q9Y233,train,-,1,4dffB
39107,25181242,Q8TCT1,dev,-,0,1l7nB
5239,76192011,Q16539,train,-,1,3mptA
21830,71225068,P68400,train,-,1,4md8H
38924,3534318,P04156,train,-,0,4kmlA
49352,68328978,Q9NWZ3,train,-,1,4rmzB
4730,2955763,P05186,train,-,0,4kjgB
13082,5330350,P11802,train,-,1,3g33C
18688,657621,P22736,train,-,0,2qw4D
39490,117653201,Q96S37,train,-,1,4j05B
7069,70794049,O60563,train,-,1,3tniB
42783,14630757,P12821,train,-,1,4bzsB
53093,56642833,O14672,dev,-,0,6be6D
39756,118797730,Q15910,train,-,1,6c24C
14309,9851127,P22303,train,-,1,4bdtA
40267,73335440,P41594,train,-,1,3lmkB
5485,45489546,P62136,train,-,0,4g9jB
49148,118206932,Q9NWZ3,train,-,1,4rmzB
21956,15104599,P32239,train,-,0,5zbhA
24871,1111873,P27338,train,-,0,2c75B
57910,59617852,P06401,test,unseen,1,1sqnB
23464,2058961,P55211,train,-,0,1jxqD
3842,58118901,P56817,train,-,1,6ej3A
431,4681537,P14598,train,-,0,1kq6A
35941,44547968,Q9Y233,train,-,1,4dffB
29401,57339839,P17948,train,-,0,5t89Y
17594,89714729,P27986,train,-,0,5m6uB
25079,439246,P05177,train,-,0,2hi4A
5113,5280443,Q16539,train,-,0,3mptA
9945,24826799,P12931,train,-,1,2h8hA
4183,78104889,P56817,train,-,1,6ej3A
42852,5974189,Q99720,train,-,1,5hk2C
6657,54670150,P42785,train,-,1,3n2zB
53763,3237407,P03372,test,unseen,0,2ocfA
11125,6466832,P55055,train,-,0,1upwA
49008,52934260,P07333,dev,-,1,4liqE
10440,75247774,P12931,test,seen,1,2h8hA
51947,89726522,P49682,train,-,1,2lnlA
40126,86766555,P31751,dev,-,1,5kcvA
28389,10018589,P21731,train,-,0,2ziyA
16554,57402533,O14757,train,-,0,3tkiA
50150,53766720,P30926,train,-,0,6cnkE
756,1394220,P14598,train,-,0,1kq6A
51863,71679637,P49682,train,-,1,2lnlA
26194,5078,P46098,train,-,0,4pirE
54653,9894201,P78536,dev,-,1,3g42D
38414,71230861,Q9UBN7,train,-,0,5g0iB
12757,2978553,P34949,train,-,0,5nw7A
8483,71612654,O76074,train,-,1,3bjcA
16623,11339836,O14757,train,-,1,3tkiA
33049,91937384,P52333,train,-,1,3lxlA
10568,44543512,Q9HC29,train,-,0,5irnA
9805,10333957,P12931,train,-,0,2h8hA
11197,972507,P55055,test,seen,0,1upwA
14631,5328484,P09619,train,-,0,3mjgY
1102,3239163,P14598,test,seen,0,1kq6A
24018,57403845,P11309,train,-,1,4rpvA
51355,54589400,Q9BYF1,train,-,0,1r4lA
26594,45275255,P04629,train,-,1,2ifgB
36999,25143508,P00797,train,-,1,4amtA
45958,10681240,Q14833,dev,-,0,6bt5B
40560,60152242,Q9GZT9,train,-,0,5ox6A
42070,75055170,Q9HBA0,train,-,0,6bbjD
45686,24758044,P51677,train,-,0,4mbsB
20705,10333957,P06239,train,-,0,2hckB
27546,11790,P20813,train,-,0,5wbgF
44692,44354236,P31645,train,-,1,5i6zA
57001,71295151,Q14164,dev,-,1,4iwqA
27850,58246225,P48067,train,-,0,4xptA
40448,66727454,Q9Y5Z0,train,-,1,3zlqB
10392,1697,P12931,test,seen,0,2h8hA
45773,68281285,P34913,train,-,1,6aumA
53888,20160413,P03372,test,unseen,1,2ocfA
19843,5769412,Q9GZU7,train,-,0,1ta0A
52281,57403971,Q15349,train,-,1,3g51A
29280,24901656,P11511,train,-,1,5jl9A
51397,90065461,Q14397,train,-,1,4bbaA
36515,71537870,Q9Y233,test,seen,1,4dffB
51306,124221769,P05164,train,-,1,5mfaA
26007,45115586,P35372,train,-,0,6ddfR
27824,16342102,P42224,test,seen,0,1yvlB
43100,6539952,P08581,train,-,0,2uzyD
56630,71720883,P10635,test,unseen,0,5tfuD
20039,5330364,P06493,train,-,0,4yc6G
39656,118797713,Q15910,train,-,1,6c24C
57425,89963026,Q9Y5X9,test,unseen,1,1n8sA
43004,91935440,P25101,train,-,1,5xprA
16954,24980121,Q9Y5X4,train,-,0,4logB
50974,86763770,Q9HBH9,test,seen,1,2ac3A
30090,44590358,P31749,train,-,0,4ejnA
51296,510839,P39748,train,-,0,1ul1Z
38822,4290599,P30305,train,-,0,1qb0A
6022,11634372,P29466,train,-,0,3e4cB
43750,51049443,P50579,train,-,1,1b6aA
3205,44417068,Q13133,train,-,1,5hjsB
13068,89629715,P11802,train,-,1,3g33C
40418,23648185,P56524,test,seen,1,2vqmA
30349,89450271,P31749,train,-,1,4ejnA
18480,11994441,P00519,train,-,1,1oplB
7392,10040402,P00533,train,-,0,5xwdA
14566,456214,Q05655,test,seen,0,1xjdA
50721,58413250,Q9HBH9,train,-,1,2ac3A
4093,67979403,P56817,train,-,1,6ej3A
41357,86279480,Q99572,test,seen,1,5u2hB
20519,2155070,P17612,train,-,0,4ae9B
39943,86766561,P31751,train,-,1,5kcvA
48721,71078256,P31639,train,-,1,2xq2A
29020,50939225,P11362,train,-,1,1evtD
51090,185717,P09417,train,-,0,1hdrA
43745,121237880,P50579,train,-,1,1b6aA
43849,73294942,P35916,train,-,1,4aseA
14691,5328643,P09619,train,-,0,3mjgY
7560,2794462,P00533,train,-,0,5xwdA
9496,10111499,P35968,test,seen,0,3v2aR
14897,10355832,P09619,train,-,1,3mjgY
4059,90413296,P56817,train,-,1,6ej3A
13308,5330353,P11802,train,-,1,3g33C
8826,9884685,P35968,train,-,0,3v2aR
53823,9551157,P03372,test,unseen,0,2ocfA
11658,66551488,Q8NER1,train,-,1,5is0E
35268,58546857,Q9Y233,train,-,1,4dffB
29320,23645020,P11511,train,-,1,5jl9A
24359,72549150,P11309,train,-,1,4rpvA
56367,24949548,P10635,dev,-,0,5tfuD
49576,118206228,Q9NWZ3,train,-,1,4rmzB
158,58522595,Q05397,train,-,1,2j0jA
48353,24901475,O75173,test,seen,0,3b2zH
2733,42585988,P35236,train,-,0,1zc0A
35200,58548246,Q9Y233,train,-,1,4dffB
6349,1092431,Q9GZR1,train,-,0,3eayA
19650,86302541,P36888,dev,-,0,3qs9H
39498,117653579,Q96S37,train,-,1,4j05B
53880,16720250,P03372,test,unseen,1,2ocfA
12939,6539008,P11802,train,-,0,3g33C
47898,66716345,Q14680,train,-,1,4ixpA
55389,71241963,P43405,dev,-,1,4fl2A
15111,75246194,Q7Z2W7,train,-,0,6bpqD
52422,126961590,Q08345,dev,-,1,4ag4A
50467,89639204,P22607,train,-,1,4k33A
30826,117704687,P31749,dev,-,1,4ejnA
6035,2299958,P29466,train,-,0,3e4cB
19594,58299570,P36888,train,-,1,3qs9H
7535,10445611,P00533,train,-,0,5xwdA
22649,86766999,Q00987,train,-,1,4xxbB
13887,16287903,Q9HC16,train,-,0,2mzzA
13215,58299845,P11802,train,-,1,3g33C
20022,58315434,P06493,train,-,0,4yc6G
51316,10207221,P19793,train,-,1,3e00A
45167,67041274,P04150,train,-,1,4udcA
3554,8271970,Q9Y6Q9,dev,-,0,5nwxA
40174,58349102,P41594,train,-,0,3lmkB
25260,40692,P05177,test,seen,0,2hi4A
25109,23648867,P05177,train,-,0,2hi4A
54492,1287570,P78536,dev,-,0,3g42D
15801,25102434,P31941,train,-,0,2m65A
30536,89904419,P31749,train,-,1,4ejnA
6588,1886595,Q9GZR1,train,-,0,3eayA
19827,9665176,Q9GZU7,train,-,0,1ta0A
35619,58548377,Q9Y233,train,-,1,4dffB
39755,77935377,Q15910,train,-,1,6c24C
1999,57602200,P24941,train,-,0,5lmkA
8201,4108107,Q06609,train,-,0,5nwlN
53703,2078305,P03372,test,unseen,0,2ocfA
44227,90430343,P53634,dev,-,1,4oemA
7074,70793957,O60563,train,-,1,3tniB
100,58522618,Q05397,train,-,1,2j0jA
14139,44587524,P22303,train,-,0,4bdtA
36425,59326788,Q9Y233,train,-,1,4dffB
48770,71077016,P31639,test,seen,1,2xq2A
4976,747227,P05186,train,-,0,4kjgB
39057,9819930,O15264,train,-,0,4mygB
55418,86766478,P43405,dev,-,1,4fl2A
1909,5329798,P24941,train,-,0,5lmkA
11461,72710166,Q8NER1,train,-,0,5is0E
7044,118274213,O60563,train,-,1,3tniB
40729,11749082,P10721,train,-,1,2ec8A
7996,57335814,P00533,train,-,1,5xwdA
31340,5976008,P41235,train,-,0,4iqrF
44151,90430871,P53634,train,-,1,4oemA
7101,25190761,O60563,dev,-,1,3tniB
42770,10436816,P12821,train,-,0,4bzsB
14872,118130057,P09619,train,-,1,3mjgY
48077,66716158,Q14680,train,-,1,4ixpA
52898,177238,P10276,train,-,1,5uanB
35823,54675516,Q9Y233,train,-,1,4dffB
45723,5281643,P34913,train,-,0,6aumA
40627,60152114,Q9GZT9,test,seen,0,5ox6A
34744,118045864,P28482,dev,-,1,4qpaB
40597,60151822,Q9GZT9,train,-,0,5ox6A
19945,11822355,P06493,train,-,0,4yc6G
34781,118054626,P28482,test,seen,1,4qpaB
25447,22279315,P10275,train,-,1,5cj6A
42451,71287721,P13866,train,-,1,3dh4D
8544,44280801,O76074,train,-,1,3bjcA
6852,68405083,O60563,train,-,1,3tniB
26780,118341227,P04629,train,-,1,2ifgB
46764,71273947,P05067,train,-,1,4pwqA
57102,24894153,P35228,dev,-,1,4cx7D
4569,1306259,Q9HC97,train,-,0,5xszA
42488,89476830,P13866,train,-,1,3dh4D
47750,11505649,P42892,train,-,1,3dwbA
33338,57395512,O96017,train,-,0,1gxcJ
16704,23646794,O14757,train,-,1,3tkiA
11516,24749589,Q8NER1,train,-,0,5is0E
12422,2442215,P34949,train,-,0,5nw7A
5998,2247,P10632,test,seen,0,2vn0A
53306,60159039,O14672,test,unseen,0,6be6D
15715,6858330,P31941,train,-,0,2m65A
48871,24783358,P07333,train,-,1,4liqE
38463,71230888,Q9UBN7,train,-,0,5g0iB
37522,25123890,P16234,train,-,1,3mjgY
3828,68239181,P56817,train,-,1,6ej3A
7452,21988214,P00533,train,-,0,5xwdA
57464,89967510,Q9Y5X9,test,unseen,1,1n8sA
18445,10569366,P00519,train,-,0,1oplB
28459,15389201,Q08499,train,-,0,4x0fB
53756,1988521,P03372,test,unseen,0,2ocfA
28966,66555754,P11362,train,-,1,1evtD
1733,6539409,P24941,train,-,0,5lmkA
19936,71233426,Q96IY4,train,-,1,3d67C
11848,3151312,P11940,train,-,0,1cvjH
9483,5329057,P35968,dev,-,1,3v2aR
55162,71235831,P43405,dev,-,1,4fl2A
4972,22416235,P05186,train,-,0,4kjgB
55287,66959341,P43405,dev,-,1,4fl2A
39367,57340681,P45984,train,-,0,3npcB
32343,23648294,P25774,train,-,1,2c0yA
521,660331,P14598,train,-,0,1kq6A
35643,54675349,Q9Y233,train,-,1,4dffB
18774,2998083,P22736,dev,-,0,2qw4D
12851,25199532,P34949,dev,-,0,5nw7A
34071,118395240,P28482,train,-,1,4qpaB
26316,44543514,Q9Y239,train,-,0,4e9mF
27980,118013256,P48067,train,-,1,4xptA
14656,5327871,P09619,train,-,0,3mjgY
42817,664896,Q9UBB5,train,-,0,6cnpB
4312,23647394,P56817,train,-,1,6ej3A
57606,89962671,Q9Y5X9,test,unseen,1,1n8sA
34433,92044576,P28482,train,-,1,4qpaB
52903,44271273,P13612,train,-,1,4irzA
52073,118159293,P46095,train,-,1,3v2yA
38120,66763261,O15530,train,-,0,1uu8A
46347,58035525,O60341,train,-,1,3zmvA
33611,89536147,P28482,train,-,1,4qpaB
55401,71541913,P43405,dev,-,1,4fl2A
44055,90430716,P53634,train,-,1,4oemA
17381,2122238,Q92731,train,-,0,1qkmA
23049,86766953,Q00987,train,-,1,4xxbB
11195,24860510,P55055,test,seen,0,1upwA
29317,16749115,P11511,train,-,1,5jl9A
28645,5328173,P11362,train,-,0,1evtD
18346,24979088,P00519,train,-,0,1oplB
29598,54767753,P36897,train,-,1,3kcfE
48725,71110715,P31639,train,-,1,2xq2A
9346,16679354,P35968,train,-,1,3v2aR
33540,73506499,P28482,train,-,1,4qpaB
14665,5331084,P09619,train,-,0,3mjgY
11448,15121201,Q9NXG6,train,-,0,1h4bA
48784,234102,Q9NPD5,train,-,0,1y1cA
26731,121231273,P04629,train,-,1,2ifgB
12941,5330907,P11802,train,-,0,3g33C
53035,7118245,O14672,dev,-,0,6be6D
37241,23647897,P00797,train,-,1,4amtA
26401,45274003,P04629,train,-,1,2ifgB
13580,5330266,P11802,train,-,1,3g33C
18331,16259000,P00519,train,-,0,1oplB
44573,24861191,P23975,train,-,1,4xpfA
6097,10713914,P18846,train,-,0,1dh3C
15259,68289386,Q7Z2W7,dev,-,1,6bpqD
46249,16736226,Q6PIU2,train,-,0,3wj1A
15892,53025,P31941,dev,-,0,2m65A
25836,10554866,P49356,train,-,1,3e37B
56979,91801106,Q14164,dev,-,1,4iwqA
28202,66763324,Q96GD4,train,-,1,4af3A
54825,54654643,P78536,test,unseen,0,3g42D
52136,56971091,P48048,train,-,1,3spjA
50201,44143444,P41146,train,-,1,5dhhB
5992,44428924,P10632,train,-,0,2vn0A
13221,67354351,P11802,train,-,1,3g33C
9,661927,Q05397,train,-,0,2j0jA
13036,5330896,P11802,train,-,0,3g33C
18437,651118,P00519,train,-,0,1oplB
55217,118023678,P43405,dev,-,1,4fl2A
52004,54575171,Q13639,train,-,1,4amjB
37438,652324,P11142,train,-,0,3c7nB
45024,44372139,P05556,train,-,1,4wk4B
25283,91970639,Q5T6S3,test,seen,0,5xfpE
44060,89472054,P53634,train,-,1,4oemA
1947,44344221,P24941,train,-,0,5lmkA
18218,58035552,P21397,train,-,0,2bxsB
1918,6539015,P24941,train,-,0,5lmkA
48418,57698040,Q13946,train,-,1,4y2bA
34791,89536106,P28482,test,seen,1,4qpaB
27298,11452268,P14416,train,-,0,6cm4A
7459,10264200,P00533,train,-,0,5xwdA
35009,53317017,Q12809,train,-,0,5va2A
38340,53495242,O15530,train,-,1,1uu8A
17480,9935633,Q92731,train,-,1,1qkmA
30504,89445584,P31749,train,-,1,4ejnA
25103,90656115,P05177,train,-,0,2hi4A
11507,90645312,Q8NER1,train,-,0,5is0E
4642,399108,P05186,train,-,0,4kjgB
50925,117793071,Q9HBH9,train,-,1,2ac3A
18273,71506828,P21397,test,seen,0,2bxsB
54842,6881975,P78536,test,unseen,0,3g42D
3129,16192260,P03951,train,-,0,2f83A
56151,66959219,P43405,test,unseen,1,4fl2A
34733,118395279,P28482,dev,-,1,4qpaB
37386,44143396,P00797,dev,-,1,4amtA
31922,71208330,P45983,train,-,1,2xs0A
1043,1074775,P14598,train,-,0,1kq6A
45197,17758133,P04150,train,-,1,4udcA
2045,16050724,P24941,train,-,0,5lmkA
13527,53377719,P11802,train,-,1,3g33C
23235,10279624,Q02763,train,-,1,4k0vA
16473,10407860,Q00535,train,-,1,3o0gB
35445,58546923,Q9Y233,train,-,1,4dffB
422,6624362,P14598,train,-,0,1kq6A
45343,71471606,Q13490,train,-,1,3t6pA
57505,89969670,Q9Y5X9,test,unseen,1,1n8sA
22435,657435,P53779,train,-,0,3ttjA
40033,68084239,P31751,train,-,1,5kcvA
45818,60823,Q92769,train,-,0,4bkxB
55858,117709707,P43405,test,unseen,1,4fl2A
1307,44307351,P23219,train,-,0,1eqhB
6034,18354265,P29466,train,-,0,3e4cB
14182,91929054,P22303,train,-,0,4bdtA
40206,91618208,P41594,train,-,1,3lmkB
21842,156422,P68400,dev,-,0,4md8H
20050,89629727,P06493,train,-,0,4yc6G
10562,16191015,Q9HC29,train,-,0,5irnA
2552,6539426,P24941,dev,-,0,5lmkA
45709,6072,P34913,train,-,0,6aumA
29637,3041753,O00408,train,-,0,3ibjB
19468,16727381,O14786,dev,-,0,4gzaH
28847,89639196,P11362,train,-,1,1evtD
49391,118206571,Q9NWZ3,train,-,1,4rmzB
55112,73294980,P43405,dev,-,1,4fl2A
18652,1084760,P22736,train,-,0,2qw4D
22740,71677940,Q00987,train,-,1,4xxbB
15710,781894,P31941,train,-,0,2m65A
54545,44202765,P78536,dev,-,0,3g42D
33635,118045714,P28482,train,-,1,4qpaB
30108,89650940,P31749,train,-,0,4ejnA
23126,16090394,Q00987,dev,-,0,4xxbB
55717,5329225,P43405,test,unseen,0,4fl2A
49531,118206833,Q9NWZ3,train,-,1,4rmzB
55472,71242081,P43405,dev,-,1,4fl2A
27585,2959690,Q15149,train,-,0,5j1iB
45183,16665451,P04150,train,-,1,4udcA
28417,6366700,P21731,train,-,1,2ziyA
40600,68297143,Q9GZT9,train,-,0,5ox6A
35378,59326918,Q9Y233,train,-,1,4dffB
10869,89886667,P07900,train,-,1,5fwpB
14314,67466544,P22303,train,-,1,4bdtA
36092,91799546,Q9Y233,train,-,1,4dffB
49409,117634610,Q9NWZ3,train,-,1,4rmzB
36720,60795,Q96FL8,test,seen,0,5yckA
27039,10554384,P24530,train,-,0,5xprA
3604,71268770,P56817,train,-,0,6ej3A
5744,654994,Q04637,train,-,0,1ug3B
5261,23433758,Q16539,train,-,1,3mptA
5756,2930652,Q04637,train,-,0,1ug3B
54433,2178268,P78536,dev,-,0,3g42D
15765,6864723,P31941,train,-,0,2m65A
6718,44385729,P04070,dev,-,0,1autC
9580,5328126,P12931,train,-,0,2h8hA
5511,659124,P62136,dev,-,0,4g9jB
42392,89476737,P13866,train,-,1,3dh4D
